"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0272",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0273",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0273",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0273",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0273",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0273",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0274",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0274",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0274",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0274",13
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0274",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0275",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0275",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0275",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0275",13
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0275",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0276",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0276",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0276",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0276",13
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0276",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0277",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0277",13
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0277",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0277",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0277",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0278",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0278",13
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0278",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0278",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0278",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0279",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0279",13
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0279",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0279",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0279",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0280",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0280",13
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0280",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0280",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0280",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0281",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0281",13
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0281",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0281",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0281",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0282",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0282",13
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0282",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0282",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0282",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0283",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0283",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0283",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0283",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0283",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0284",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0284",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0284",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0284",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0284",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0285",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0285",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0285",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0285",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0285",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0286",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0286",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0286",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0286",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0286",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0287",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0287",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0287",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0287",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0287",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0288",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0288",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0288",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0288",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0288",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0289",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0289",20
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0289",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0289",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0289",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0290",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0290",20
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0290",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0290",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0290",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0291",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0291",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0291",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0291",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0291",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0292",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0292",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0292",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0292",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0292",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0293",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0293",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0293",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0293",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0293",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0294",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0294",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0294",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0294",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0294",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0295",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0295",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0295",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0295",14
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0295",15
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0296",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0296",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0296",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0296",14
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0296",15
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0297",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0297",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0297",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0297",14
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0297",15
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0298",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0298",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0298",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0298",14
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0298",15
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0299",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0299",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0299",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0299",14
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0299",15
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.01",14
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.01",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.01",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.01",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.01",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.025",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.025",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.025",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.025",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.025",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.05",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.05",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.05",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.05",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.05",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.1",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.1",13
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.1",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.1",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.1",10
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.15",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.15",14
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.15",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.15",14
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.15",15
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.2",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.2",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.2",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.2",14
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.2",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.25",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.25",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.25",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.25",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.25",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.3",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.3",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.3",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.3",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.3",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.35",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.35",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.35",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.35",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.35",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.4",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.4",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.4",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.4",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.4",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.45",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.45",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.45",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.45",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.45",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.5",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.5",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.5",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.5",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.5",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.55",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.55",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.55",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.55",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.55",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.6",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.6",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.6",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.6",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.6",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.65",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.65",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.65",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.65",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.65",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.7",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.7",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.7",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.7",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.7",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.75",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.75",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.75",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.75",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.75",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.8",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.8",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.8",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.8",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.8",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.85",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.85",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.85",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.85",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.85",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.9",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.9",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.9",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.9",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.9",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.95",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.95",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.95",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.95",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.95",20
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.975",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.975",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.975",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.975",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.975",21
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","quantile","0.99",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","quantile","0.99",20
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","quantile","0.99",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","quantile","0.99",21
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","quantile","0.99",21
2024-12-28,"wk flu hosp rate change",0,2024-12-28,"02","pmf","stable",1
2024-12-28,"wk flu hosp rate change",0,2024-12-28,"02","pmf","increase",0
2024-12-28,"wk flu hosp rate change",0,2024-12-28,"02","pmf","large_increase",0
2024-12-28,"wk flu hosp rate change",0,2024-12-28,"02","pmf","decrease",0
2024-12-28,"wk flu hosp rate change",0,2024-12-28,"02","pmf","large_decrease",0
2024-12-28,"wk flu hosp rate change",1,2025-01-04,"02","pmf","stable",1
2024-12-28,"wk flu hosp rate change",1,2025-01-04,"02","pmf","increase",0
2024-12-28,"wk flu hosp rate change",1,2025-01-04,"02","pmf","large_increase",0
2024-12-28,"wk flu hosp rate change",1,2025-01-04,"02","pmf","decrease",0
2024-12-28,"wk flu hosp rate change",1,2025-01-04,"02","pmf","large_decrease",0
2024-12-28,"wk flu hosp rate change",2,2025-01-11,"02","pmf","stable",1
2024-12-28,"wk flu hosp rate change",2,2025-01-11,"02","pmf","increase",0
2024-12-28,"wk flu hosp rate change",2,2025-01-11,"02","pmf","large_increase",0
2024-12-28,"wk flu hosp rate change",2,2025-01-11,"02","pmf","decrease",0
2024-12-28,"wk flu hosp rate change",2,2025-01-11,"02","pmf","large_decrease",0
2024-12-28,"wk flu hosp rate change",3,2025-01-18,"02","pmf","stable",1
2024-12-28,"wk flu hosp rate change",3,2025-01-18,"02","pmf","increase",0
2024-12-28,"wk flu hosp rate change",3,2025-01-18,"02","pmf","large_increase",0
2024-12-28,"wk flu hosp rate change",3,2025-01-18,"02","pmf","decrease",0
2024-12-28,"wk flu hosp rate change",3,2025-01-18,"02","pmf","large_decrease",0
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-05-17",0.02
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-05-10",0.06
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-05-03",0.01
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-04-26",0.06
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-04-19",0.01
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-04-12",0.04
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-04-05",0.01
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-03-29",0.02
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-03-15",0.04
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-03-01",0.02
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-02-15",0.05
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-02-01",0.02
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-01-18",0.06
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2025-01-04",0.06
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-12-21",0.06
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-11-23",0.03
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-11-09",0.02
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-10-26",0.03
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-10-12",0.06
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-09-28",0.02
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-09-14",0.04
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-08-31",0.03
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-08-17",0.06
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-08-03",0.06
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-07-20",0.02
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-07-06",0.04
2024-12-28,"peak week inc flu hosp",NA,NA,"02","pmf","2024-06-22",0.06
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.01",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.025",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.05",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.1",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.15",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.2",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.25",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.3",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.35",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.4",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.45",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.5",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.55",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.6",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.65",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.7",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.75",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.8",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.85",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.9",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.95",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.975",2.01183863138501
2024-12-28,"peak inc flu hosp",NA,NA,"02","quantile","0.99",2.01183863138501
